molecule_chembl_id,canonical_smiles,activity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50,activityclass
CHEMBL348660,NC(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccccc1,inactive,280.28299999999996,1.5150000000000001,1.0,3.0,4.903089986991944,inactive
CHEMBL210497,COc1cccc(-c2nc(SCC(=O)Nc3ccc(S(N)(=O)=O)cc3)nc(O)c2C#N)c1,inactive,471.5200000000002,2.10768,3.0,9.0,1.0,inactive
CHEMBL222342,O=C(Oc1ccccn1)c1cccs1,active,205.238,2.3623000000000003,0.0,4.0,7.886056647693163,active
CHEMBL198908,COC(=O)C1(C(=O)OC)NC1C,active,173.168,-0.9370999999999998,1.0,5.0,8.0,active
CHEMBL375130,Cc1nn(C)c(NCc2ccc(-c3cccs3)s2)c1[N+](=O)[O-],inactive,334.4260000000001,4.038820000000003,1.0,7.0,4.698970004336019,inactive
CHEMBL382725,CCOC(=O)C1C(C)N1Cc1ccccc1,active,219.284,1.8224,0.0,3.0,8.0,active
CHEMBL222893,O=C(Oc1cncc(Cl)c1)c1cc2ccccc2s1,active,289.74300000000005,4.168900000000002,0.0,4.0,7.022276394711152,active
CHEMBL378677,CC(C)(C)c1ccc(NC(=O)CSc2nc(O)c(C#N)c(C3CCCCC3)n2)cc1,inactive,424.5700000000003,5.129880000000004,2.0,6.0,1.0,inactive
CHEMBL198854,COC(=O)C1CN1[C@H](C(=O)OC)C(C)C,active,215.249,0.04119999999999968,0.0,5.0,7.522878745280337,active
CHEMBL210323,COC(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccccc1,active,295.294,2.2027,0.0,4.0,7.602059991327962,active
CHEMBL377253,CC(=O)c1ccccc1S(=O)(=O)c1ccccc1C(=O)O,inactive,304.32300000000004,2.4202000000000004,1.0,4.0,4.795880017344075,inactive
CHEMBL202391,C[C@H]1O[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,active,249.26600000000002,0.5857999999999992,2.0,3.0,8.0,active
CHEMBL387355,Cc1ccc(OC(=O)c2cccs2)c([N+](=O)[O-])n1,active,264.262,2.578920000000001,0.0,6.0,7.823908740944319,active
CHEMBL199026,COC(=O)C1CN1CC(=O)OCc1ccccc1,active,249.26600000000002,0.5869999999999993,0.0,5.0,7.585026652029182,active
CHEMBL200722,CCC(C)[C@@H](C(=O)OCc1ccccc1)N1CC1C(=O)OC,active,305.3740000000001,2.0017,0.0,5.0,7.522878745280337,active
CHEMBL376243,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)c1cccs1)[C@@H](C)O)C(C)C,active,593.7470000000003,0.4990000000000035,6.0,8.0,7.638272163982407,active
CHEMBL197491,COC(=O)CN1CC1C(=O)N[C@@H](Cc1ccccc1)C(=O)OC,active,320.34500000000014,-0.255899999999998,1.0,6.0,8.0,active
CHEMBL381454,C[C@@H]1O[C@@H]1C(=O)N[C@H](Cc1ccccc1)C(=O)OCc1ccccc1,active,339.3910000000001,2.2445999999999993,1.0,4.0,8.0,active
CHEMBL373971,O=C(Oc1cncc(Cl)c1)c1ccc[nH]1,active,222.63100000000003,2.2822999999999993,1.0,3.0,7.187086643357144,active
CHEMBL362493,O=C1C(=O)N(Cc2cc3ccccc3s2)c2c(Cl)ccc(Cl)c21,active,362.23700000000014,4.937600000000002,0.0,3.0,7.337242168318426,active
CHEMBL370363,COC(=O)[C@H]1N[C@H]1C(=O)OC,active,159.141,-1.3271999999999995,1.0,5.0,8.0,active
CHEMBL387321,Cc1cccc(OC(=O)c2cccs2)n1,active,219.26500000000001,2.67072,0.0,4.0,7.42021640338319,active
CHEMBL227075,Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)[C@@H](C)CO1,inactive,278.307,3.2910200000000023,0.0,3.0,4.841637507904751,inactive
CHEMBL187266,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,inactive,294.35,4.247920000000003,0.0,3.0,4.050122295963125,inactive
CHEMBL378674,CSc1sc(-c2nc(C)cs2)c(C)c1-c1ccnc(SCC(=O)Nc2ccccc2Cl)n1,inactive,519.1420000000002,7.051540000000005,1.0,8.0,1.0,inactive
CHEMBL196253,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)C(CC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C)Cc1ccc(F)cc1,active,598.6720000000004,2.8249200000000014,3.0,8.0,7.0,active
CHEMBL384739,O=[N+]([O-])c1ccc(S(=O)(=O)c2ccc(Cl)cc2)[n+]([O-])c1,inactive,314.706,1.7143999999999997,0.0,5.0,4.823908740944319,inactive
CHEMBL148483,CN1C(=O)C(=O)c2cc(C(N)=O)ccc21,inactive,204.18499999999997,-0.05540000000000028,1.0,3.0,4.1487416512809245,inactive
CHEMBL209667,O=C(CSc1nccc(-c2cc(-c3ccccc3Cl)no2)n1)Nc1ccc(Cl)cc1,inactive,457.3420000000001,5.8362000000000025,1.0,6.0,1.0,inactive
CHEMBL188484,O=C1C(=O)N(Cc2cc3ccccc3o2)c2ccc(I)cc21,active,403.175,3.7669000000000015,0.0,3.0,7.886056647693163,active
CHEMBL198753,C[C@@H]1O[C@@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,active,339.3910000000001,2.2445999999999993,1.0,4.0,7.552841968657781,active
CHEMBL210437,COc1ccc(-c2ccnc(SCC(=O)Nc3ccc(C(C)C)cc3)n2)cc1,inactive,393.51200000000006,5.006400000000004,1.0,5.0,1.0,inactive
CHEMBL380470,COc1ccc(NC(=O)CSc2nc(O)cc(-c3ccccc3)n2)cc1OC,inactive,397.45600000000013,3.5972000000000017,2.0,7.0,1.0,inactive
CHEMBL378342,CCOC(=O)C(=CNc1ccc(S(=O)(=O)c2ccc(/N=C/C(C(=O)OCC)=C(\O)OCC)cc2)cc1)C(=O)OCC,inactive,588.6350000000002,4.012900000000003,2.0,12.0,4.494850021680094,inactive
CHEMBL198907,CCOC(=O)N1C(C)C1(C(=O)OC)C(=O)OC,active,245.23099999999997,-0.06820000000000004,0.0,6.0,8.0,active
CHEMBL221501,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)Oc1cncc(Cl)c1)[C@@H](C)OCc1ccccc1)C(C)C,active,729.2750000000002,2.433100000000004,5.0,9.0,8.0,active
CHEMBL198359,CC(C)C[C@H](NC(=O)[C@@H](O)C(S)C(=O)O)C(=O)NCCCCN=C(N)N,active,391.49400000000026,-1.5689999999999973,7.0,6.0,11.657577319177792,active
CHEMBL225515,O=C(Oc1cncc(Cl)c1)c1cc2ccccc2[nH]1,active,272.69100000000003,3.435500000000001,1.0,3.0,7.187086643357144,active
CHEMBL20636,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C,inactive,599.6600000000001,1.7343200000000023,4.0,8.0,5.0,inactive
CHEMBL215397,O=[N+]([O-])c1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,inactive,308.271,2.3358,0.0,6.0,4.6020599913279625,inactive
CHEMBL365469,O=C1C(=O)N(Cc2cc3ccccc3s2)c2cccc(Cl)c21,inactive,327.7920000000001,4.284200000000002,0.0,3.0,4.950781977329818,inactive
CHEMBL212454,O=C(Oc1ccc(S(=O)(=O)c2ccc(OC(=O)C(Cl)=C(Cl)Cl)cc2)cc1)C(Cl)=C(Cl)Cl,active,565.041,6.101200000000001,0.0,6.0,6.045757490560675,active
CHEMBL376023,O=C(Oc1cncc(Cl)c1)c1ccoc1,active,223.615,2.5472,0.0,4.0,7.050609993355087,active
CHEMBL363243,Nc1cccc2c1N(Cc1cc3ccccc3s1)C(=O)C2=O,active,308.36200000000014,3.213000000000002,1.0,4.0,7.508638306165727,active
CHEMBL196909,COC(=O)C1C(c2ccccc2)N1Cc1ccccc1,active,267.328,2.785100000000001,0.0,3.0,8.0,active
CHEMBL377225,N#Cc1c(O)nc(SCC(=O)Nc2cccc(C(F)(F)F)c2)nc1-c1ccccc1,inactive,430.41100000000006,4.470480000000003,2.0,6.0,1.0,inactive
CHEMBL191322,O=C1C(=O)N(Cc2cc3ccccc3o2)c2ccc([N+](=O)[O-])cc21,active,322.27600000000007,3.070500000000001,0.0,5.0,7.619788758288394,active
CHEMBL382936,C[C@H]1O[C@H]1C(=O)N[C@H](Cc1ccccc1)C(=O)OCc1ccccc1,active,339.3910000000001,2.2445999999999993,1.0,4.0,8.0,active
CHEMBL215732,CCOC(=O)/C(C#N)=C/Nc1ccc(S(=O)(=O)c2ccc(/N=C/C(C#N)=C(\O)OCC)cc2)cc1,inactive,494.5290000000002,3.933860000000003,2.0,10.0,4.795880017344075,inactive
CHEMBL212218,Cc1cc(S(=O)(=O)c2c([N+](=O)[O-])cc(C(F)(F)F)cc2[N+](=O)[O-])c(Cl)cc1Cl,active,459.1850000000002,4.969820000000001,0.0,6.0,6.522878745280337,active
CHEMBL211969,Cc1ccc(S(=O)(=O)c2nc(C)c([N+](=O)[O-])c(C)c2C#N)cc1,inactive,331.35300000000007,2.6195400000000006,0.0,6.0,4.886056647693163,inactive
CHEMBL214372,O=C(Cc1nccs1)c1nccs1,inactive,210.28300000000002,2.025,0.0,5.0,4.3979400086720375,inactive
CHEMBL190743,O=C1C(=O)N(Cc2cc3ccccc3s2)c2ccc(I)cc21,active,419.24300000000005,4.235400000000002,0.0,3.0,6.022276394711152,active
CHEMBL383786,CC(C)[C@H](NC(=O)C1C(c2ccccc2)N1Cc1ccccc1)C(=O)OCc1ccccc1,active,442.55900000000014,4.496300000000004,1.0,4.0,7.657577319177793,active
CHEMBL210097,O=C(CSc1nccc(-c2cc(-c3ccc(Cl)cc3Cl)no2)n1)Nc1ccc(C(F)(F)F)cc1,inactive,525.3390000000002,6.855000000000004,1.0,6.0,1.0,inactive
CHEMBL426711,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)c1cccs1)[C@@H](C)OCc1ccccc1)C(C)C,active,683.8720000000002,2.723500000000004,5.0,8.0,8.0,active
CHEMBL372889,Cc1noc(C)c1CN1C(=O)C(=O)c2cc(C(N)=O)ccc21,active,299.286,1.11984,1.0,5.0,7.602059991327962,active
CHEMBL221367,Cc1ccc(OC(=O)c2cccs2)nc1,active,219.26500000000004,2.670720000000001,0.0,4.0,8.0,active
CHEMBL376898,O=C(Oc1ccco1)c1cccnc1,active,189.17,1.8937999999999997,0.0,4.0,7.096910013008056,active
CHEMBL379354,O=C(O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccccc1,active,281.26699999999994,2.1143,1.0,3.0,7.602059991327962,active
CHEMBL187460,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,inactive,296.366,3.4433000000000025,0.0,3.0,3.644548479873482,inactive
CHEMBL197116,C[C@H]1[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)OCc2ccccc2)N1Cc1ccccc1,active,428.53200000000015,3.7302000000000026,1.0,4.0,7.619788758288394,active
CHEMBL383562,CCOC(=O)C1OC1C(=O)N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,active,397.42700000000013,1.7877999999999992,1.0,6.0,7.657577319177793,active
CHEMBL380403,O=[N+]([O-])c1cc(C(F)(F)F)ccc1S(=O)(=O)c1ccc(Cl)cc1,inactive,365.716,4.099800000000001,0.0,4.0,4.920818753952375,inactive
CHEMBL445656,CC(C)C[C@@H]1O[C@@H]1[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,active,319.4450000000001,3.935900000000003,1.0,3.0,8.0,active
CHEMBL198521,CCOC(=O)[C@H]1N[C@H]1C(=O)OCC,active,187.19499999999996,-0.5470000000000004,1.0,5.0,8.0,active
CHEMBL221368,O=C(Oc1cccc(Cl)c1)c1ccco1,active,222.62699999999998,3.1522000000000014,0.0,3.0,7.397940008672037,active
CHEMBL221929,O=C(Nc1ccc(Cl)cn1)c1cccs1,active,238.699,3.048800000000001,1.0,3.0,8.0,active
CHEMBL197193,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc1ccccc1)CC(O)[C@@H](NC(=O)c1cc(C)on1)C(C)C,active,582.6980000000001,2.4776200000000017,4.0,8.0,11.602059991327964,active
CHEMBL194398,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C)Cc1ccccc1,active,580.6820000000004,2.6858200000000014,3.0,8.0,10.853871964321762,active
CHEMBL189362,O=Cc1ccco1,active,96.08499999999998,1.0920999999999998,0.0,2.0,7.638272163982407,active
CHEMBL223377,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)Cn1[nH]c(=O)c2ccccc2c1=O)[C@@H](C)OCc1ccccc1)C(C)C,active,768.9120000000001,2.768100000000005,5.0,9.0,7.142667503568731,active
CHEMBL358279,NC(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccc2ccccc2c1,active,330.34299999999996,2.6682000000000006,1.0,3.0,6.431798275933005,active
CHEMBL210632,COc1cccc(-c2nc(SCC(=O)Nc3ccc(C(C)=O)cc3)nc(O)c2C#N)c1,inactive,434.4770000000002,3.662880000000002,2.0,8.0,1.0,inactive
CHEMBL207133,CCCN1C(=O)C(=O)c2cc(I)ccc21,active,315.11,2.2305,0.0,2.0,7.602059991327962,active
CHEMBL210525,CCCN1C(=O)C(=O)c2cc(C(N)=O)ccc21,inactive,232.23899999999998,0.7248,1.0,3.0,4.6020599913279625,inactive
CHEMBL201935,CCOC(=O)[C@H]1N[C@@H]1C(=O)N[C@H](C(=O)OCc1ccccc1)[C@@H](C)CC,active,362.4260000000001,1.1642000000000003,2.0,6.0,8.0,active
CHEMBL212240,O=C(O)c1ccc(S(=O)(=O)c2cc(Br)c(O)c(Br)c2)cc1,inactive,436.07700000000006,3.448200000000001,2.0,4.0,4.795880017344075,inactive
CHEMBL118596,O=C1C(=O)N(Cc2ccccc2)c2ccc(I)cc21,inactive,363.15400000000005,3.0207000000000015,0.0,2.0,4.301029995663981,inactive
CHEMBL207585,CCCN1C(=O)C(=O)c2cc(C(=O)OC)ccc21,active,247.24999999999997,1.4124999999999999,0.0,4.0,7.602059991327962,active
CHEMBL2146517,COC(=O)[C@@]1(C)CCCc2c1ccc1c2C(=O)C(=O)c2c(C)coc2-1,inactive,338.3590000000001,3.4010200000000026,0.0,5.0,4.675717544702307,inactive
CHEMBL221366,O=C(Oc1cccnc1)c1cccs1,active,205.238,2.3623000000000003,0.0,4.0,7.040958607678906,active
CHEMBL199267,C[C@H]1O[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,active,339.3910000000001,2.2445999999999993,1.0,4.0,7.823908740944319,active
CHEMBL210612,CC(C)c1ccc(NC(=O)CSc2nccc(-c3cccs3)n2)cc1,inactive,369.51500000000004,5.059300000000004,1.0,5.0,1.0,inactive
CHEMBL221369,Clc1cncc(OCc2ccco2)c1,active,209.63199999999998,2.907000000000001,0.0,3.0,7.958607314841775,active
CHEMBL45830,CC(C)C1=Cc2ccc3c(c2C(=O)C1=O)CCCC3(C)C,inactive,282.3829999999999,4.105300000000004,0.0,2.0,4.675717544702307,inactive
CHEMBL198695,CCOC(=O)[C@H]1N[C@@H]1C(=O)NCC(=O)NCC(=O)OCc1ccccc1,active,363.3700000000001,-1.134299999999996,3.0,7.0,7.267606240177032,active
CHEMBL149556,CN1C(=O)C(=O)c2cc(C(=O)O)ccc21,active,205.16899999999998,0.5438999999999998,1.0,3.0,7.602059991327962,active
CHEMBL371081,COC(=O)[C@H]1O[C@H]1C(=O)OC,active,160.12499999999997,-0.9002000000000003,0.0,5.0,8.0,active
CHEMBL196963,CC1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)OCc2ccccc2)N1Cc1ccccc1,active,428.53200000000015,3.7302000000000026,1.0,4.0,7.468521082957745,active
CHEMBL212399,CSc1nn(-c2c([N+](=O)[O-])c(C)nn2C)c(-c2cccs2)c1C#N,inactive,360.42400000000004,3.1445000000000016,0.0,9.0,4.7447274948966935,inactive
CHEMBL362781,COc1ccc2c(c1)C(=O)C(=O)N2Cc1cc2ccccc2o1,active,307.305,3.1709000000000023,0.0,4.0,7.886056647693163,active
CHEMBL210823,CCCCc1ccc(NC(=O)CSc2nc(O)c(C#N)c(C3CCCCC3)n2)c(C)c1,inactive,438.5970000000003,5.483400000000005,2.0,6.0,1.0,inactive
CHEMBL370196,COC(=O)C1CN1[C@@H](CC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,active,397.42700000000013,2.0890999999999993,0.0,7.0,7.552841968657781,active
CHEMBL222906,O=C(Oc1cccc(Cl)n1)c1cccs1,active,239.683,3.0157000000000007,0.0,4.0,8.0,active
CHEMBL222234,O=C(Oc1cncc(Br)c1)c1ccco1,active,268.066,2.6563000000000008,0.0,4.0,7.00436480540245,active
CHEMBL222646,O=C(Nc1ccccn1)c1cccs1,active,204.254,2.3954000000000004,1.0,3.0,8.0,active
CHEMBL197657,COC(=O)C1CN1[C@@H](CCSC)C(=O)OC,active,247.31599999999997,0.13829999999999965,0.0,6.0,7.552841968657781,active
CHEMBL64413,CN1C(=O)C(=O)c2cc(I)ccc21,active,287.056,1.4503000000000001,0.0,2.0,7.602059991327962,active
CHEMBL370643,C[C@H]1O[C@H]1C(=O)O,active,102.08899999999998,-0.1417,1.0,2.0,8.0,active
CHEMBL365134,O=C1C(=O)N(Cc2cc3ccccc3s2)c2c(Br)cccc21,active,372.24300000000005,4.393300000000003,0.0,3.0,6.008773924307505,active
CHEMBL208584,CCCc1cc(O)nc(SCC(=O)Nc2ccc(Cl)cc2)n1,inactive,337.83200000000005,3.518900000000002,2.0,5.0,1.0,inactive
CHEMBL207207,Cc1cc(O)nc(SCC(=O)Nc2cc(Cl)ccc2Oc2ccccc2)n1,inactive,401.8750000000001,4.667120000000002,2.0,6.0,1.0,inactive
CHEMBL379727,CCCCN1C(=O)C(=O)c2cc(C(N)=O)ccc21,inactive,246.26599999999996,1.1148999999999998,1.0,3.0,4.721246399047171,inactive
CHEMBL225510,O=S(=O)(Nc1cccnc1)c1cccs1,active,240.30900000000003,1.9439,1.0,4.0,8.0,active
CHEMBL222696,O=C(Nc1ccc(F)cn1)c1cccs1,active,222.244,2.5345000000000004,1.0,3.0,8.0,active
CHEMBL207458,CCOC(=O)c1cnc(SCC(=O)Nc2ccc([N+](=O)[O-])cc2)nc1N,inactive,377.3820000000001,1.8744999999999998,2.0,9.0,1.0,inactive
CHEMBL365677,Cc1cc2c(c([N+](=O)[O-])c1)N(Cc1cc3ccccc3s1)C(=O)C2=O,active,352.37100000000015,3.8474200000000014,0.0,5.0,7.4089353929735005,active
CHEMBL188983,O=C1C(=O)N(C/C=C/c2cc3ccccc3s2)c2ccc(I)cc21,inactive,445.28100000000006,4.748600000000002,0.0,3.0,4.628932137728263,inactive
CHEMBL197012,CCOC(=O)[C@H]1[C@H](C(=O)OCC)N1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C(C)C)N1CCC1,active,455.5520000000003,1.3156000000000012,1.0,8.0,7.795880017344075,active
CHEMBL328441,O=Cc1cccs1,active,112.15299999999999,1.5606,0.0,2.0,8.0,active
CHEMBL212019,CC1(C)CC(=O)c2c(NCc3ccco3)sc(C#N)c2C1,inactive,300.3830000000001,3.979980000000003,1.0,5.0,4.795880017344075,inactive
CHEMBL364253,O=C(Nc1ccc(F)cc1)c1ccc(CN2C(=O)C(=O)c3cc(I)ccc32)s1,active,506.2960000000001,4.473600000000002,1.0,4.0,7.337242168318426,active
CHEMBL379424,CCCN1C(=O)C(=O)c2cc(C(=O)O)ccc21,active,233.22299999999998,1.3241,1.0,3.0,7.602059991327962,active
CHEMBL376824,O=C(Cc1cccnc1)c1cccs1,active,203.266,2.568500000000001,0.0,3.0,8.0,active
CHEMBL211928,Clc1ccc(-c2noc(CSC3=NCCN3)n2)cc1,active,294.767,2.5824000000000007,1.0,6.0,7.214670164989233,active
CHEMBL225511,O=C(Cc1cncc(Br)c1)c1ccco1,active,266.094,2.8625000000000016,0.0,3.0,8.0,active
CHEMBL223797,O=C(Nc1cccnc1Cl)c1cccs1,active,238.69899999999998,3.048800000000001,1.0,3.0,8.0,active
CHEMBL440034,O=C(N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1)C1C(c2ccccc2)N1Cc1ccccc1,active,490.6030000000001,5.0830000000000055,1.0,4.0,7.522878745280337,active
CHEMBL425206,COC(=O)C1CN1[C@H](C(=O)OCc1ccccc1)C(C)C,active,291.34700000000004,1.6115999999999997,0.0,5.0,7.698970004336019,active
CHEMBL210511,Cc1cc(O)nc(SCC(=O)Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1,inactive,401.87500000000006,4.667120000000002,2.0,6.0,1.0,inactive
CHEMBL200464,COC(=O)C1CN1[C@@H](C)C(=O)OC,active,187.19499999999996,-0.5949,0.0,5.0,7.4089353929735005,active
CHEMBL363535,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12,inactive,276.291,4.095640000000003,0.0,3.0,4.412289034981089,inactive
CHEMBL383571,CCOC(=O)[C@H]1[C@H](C(=O)OCC)N1C(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,active,497.5890000000003,1.6224000000000007,1.0,8.0,7.795880017344075,active
CHEMBL200073,COC(=O)C1CN1CCCC[C@H](NC(=O)OCc1ccccc1)C(=O)OC,active,378.42500000000007,1.4818999999999993,1.0,7.0,7.318758762624412,active
CHEMBL210146,COc1cccc(-c2nc(SCC(=O)Nc3ccc([N+](=O)[O-])cc3)nc(O)c2C#N)c1,inactive,437.4370000000002,3.3684800000000017,2.0,9.0,1.0,inactive
CHEMBL370923,O=C1C(=O)N(Cc2ccc(C(=O)N3CCCCC3)s2)c2ccc(I)cc21,inactive,480.327,3.708300000000003,0.0,4.0,4.756961951313706,inactive
CHEMBL381440,COC(=O)CN1CC1C(=O)OC,active,173.168,-0.9833999999999998,0.0,5.0,7.522878745280337,active
CHEMBL373784,O=C(Nc1cccnc1)c1cccs1,active,204.254,2.3954000000000004,1.0,3.0,7.886056647693163,active
CHEMBL215254,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)CO,inactive,310.34900000000005,3.2203200000000023,1.0,4.0,4.605548319173784,inactive
CHEMBL212190,Cc1oc(C(C)(C)C)cc1-c1cc(NS(=O)(=O)c2cccs2)[nH]n1,inactive,365.48,4.137920000000002,2.0,5.0,5.0,inactive
CHEMBL380569,COC(=O)C1(C(=O)OC)C(C)N1C(=O)OC(C)(C)C,active,273.28499999999997,0.7103999999999993,0.0,6.0,8.0,active
CHEMBL225232,O=C(Oc1cccnc1Cl)c1cccs1,active,239.683,3.0157000000000007,0.0,4.0,7.698970004336019,active
CHEMBL222628,O=C(Oc1cncc(Cl)c1)c1cscn1,active,240.67100000000002,2.4107000000000003,0.0,5.0,6.568636235841013,active
CHEMBL185698,O=C1C(=O)N(CC2COc3ccccc3O2)c2ccc(I)cc21,inactive,421.19000000000005,2.6605000000000008,0.0,4.0,4.8696662315049934,inactive
CHEMBL382759,COC(=O)C1CN1[C@@H](CC(C)C)C(=O)OCc1ccccc1,active,305.37399999999997,2.0016999999999987,0.0,5.0,7.468521082957745,active
CHEMBL375452,O=C(OCc1cncc(Br)c1)c1ccco1,active,282.093,2.794100000000001,0.0,4.0,7.045757490560675,active
CHEMBL378700,CSc1[nH]nc(NC(=O)c2cccs2)c1S(=O)(=O)c1ccccc1,inactive,379.4880000000001,3.278200000000001,2.0,6.0,4.823908740944319,inactive
CHEMBL375451,O=C(Oc1cncc(Cl)c1)c1ccccc1,active,233.65400000000002,2.954200000000001,0.0,3.0,7.036212172654444,active
CHEMBL210145,CCOc1ccc(N2C(=O)CC(Sc3nc(C)cc(C)n3)C2=O)cc1,inactive,357.43500000000006,2.9163400000000017,0.0,6.0,1.0,inactive
CHEMBL210195,Cc1cc(C(F)(F)F)nc(SCC(=O)Nc2ccc(Cl)cc2F)n1,inactive,379.766,4.327120000000001,1.0,4.0,1.0,inactive
CHEMBL212080,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)OC(C)(C)C,active,630.7830000000001,3.1462000000000048,4.0,8.0,7.236572006437063,active
CHEMBL208732,O=C(CSc1nccc(-c2csc(-c3ccccc3)n2)n1)Nc1cc(Cl)cc(Cl)c1,inactive,473.4100000000001,6.304700000000004,1.0,6.0,1.0,inactive
CHEMBL210543,COC(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccc2ccccc2c1,active,345.35400000000004,3.3559000000000028,0.0,4.0,7.602059991327962,active
CHEMBL212504,Cc1nc(S(=O)(=O)c2ccccc2)c(C#N)c(C)c1[N+](=O)[O-],inactive,317.3260000000001,2.3111200000000007,0.0,6.0,4.886056647693163,inactive
CHEMBL541265,O=C(/C=C/c1cc(O)cc2c1[C@H](C(O)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O)[C@@H](c1ccc(O)c(O)c1)O2)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,active,720.6360000000002,3.126300000000003,10.0,14.0,7.522878745280337,active
CHEMBL187600,CC(C)NC(=O)c1ccc(CN2C(=O)C(=O)c3cc(I)ccc32)s1,active,454.289,3.2204000000000015,1.0,4.0,7.327902142064283,active
CHEMBL273738,CCCCN1C(=O)C(=O)c2cc(C(=O)O)ccc21,active,247.24999999999997,1.7142000000000002,1.0,3.0,7.602059991327962,active
CHEMBL207381,CC(C)c1ccc(NC(=O)CSc2nccc(-c3csc(COc4ccccc4Cl)n3)n2)cc1,inactive,511.07200000000023,6.686700000000005,1.0,7.0,1.0,inactive
CHEMBL365242,Nc1ccc2c(c1)C(=O)C(=O)N2CC(=O)c1cc2ccccc2s1,active,336.372,2.8957000000000015,1.0,5.0,7.397940008672037,active
CHEMBL210487,CCC(Sc1nc(O)c(C#N)c(-c2cccc(OC)c2)n1)C(=O)Nc1ccc(C(C)=O)cc1,inactive,462.53100000000023,4.441480000000004,2.0,8.0,1.0,inactive
CHEMBL221720,O=C(Oc1ccncc1)c1cccs1,active,205.238,2.3623000000000003,0.0,4.0,8.0,active
CHEMBL210972,CC(Sc1nc(O)c(C#N)c(-c2ccccc2)n1)C(=O)Nc1ccc(Cl)cc1,inactive,410.8860000000001,4.493580000000002,2.0,6.0,1.0,inactive
